step_index,round_index,buyer_id,price,bid,buyer_utility,platform_utility,seller_utilities,platform_revenue,gain
37,37,buyer_38,0.5,0.7757,0.516366,0.204912,"[0.004136, -0.019999, -0.003486]",0.245562,0.9822
38,38,buyer_39,0.5,0.5269,0.271991,0.20491,"[0.00223, -0.019999, -0.001581]",0.24556,0.9822
39,39,buyer_40,0.5,0.9698,0.707026,0.204913,"[0.00223, -0.019999, -0.001581]",0.245563,0.9822
40,40,buyer_41,0.5,0.7372,0.478499,0.20491,"[-0.002216, -0.019999, 0.002865]",0.24556,0.9822
41,41,buyer_42,0.5,1.1327,0.866997,0.204914,"[0.005406, -0.019999, -0.004756]",0.245565,0.9822
42,42,buyer_43,1.05,0.8,0.663242,0.245957,"[0.007418, -0.01992, -0.002829]",0.290626,0.9536
43,43,buyer_44,1.05,0.6,0.406272,0.135344,"[-0.009952, -0.019852, -0.007589]",0.157951,0.9214
44,44,buyer_45,1.05,1.1323,0.596472,0.430312,"[0.017347, -0.019998, 0.028017]",0.515678,0.9822
45,45,buyer_46,1.05,1.1048,0.569465,0.430312,"[0.024016, -0.019998, 0.021348]",0.515678,0.9822
46,46,buyer_47,1.1,0.6,0.479745,0.12887,"[-0.010766, -0.019961, -0.008282]",0.149861,0.9158
47,47,buyer_48,1.1,0.5,0.424535,0.088393,"[-0.013203, -0.019973, -0.013588]",0.101629,0.8943
48,48,buyer_49,1.1,0.8,0.649509,0.233306,"[0.00105, -0.019953, -0.001193]",0.273209,0.9392
49,49,buyer_50,1.05,0.4,0.324933,0.058835,"[-0.014815, -0.01997, -0.015955]",0.068095,0.8937
