step_index,round_index,buyer_id,price,bid,buyer_utility,platform_utility,seller_utilities,platform_revenue,gain
34,34,buyer_35,0.7,0.75,0.412104,0.286874,"[0.006676, -0.019999, 0.010233]",0.343784,0.9822
35,35,buyer_36,0.7,0.4,0.335969,0.088144,"[-0.013239, -0.019972, -0.012592]",0.10234,0.8955
36,36,buyer_37,0.7,0.35,0.302828,0.066624,"[-0.014815, -0.019955, -0.014471]",0.077382,0.8844
37,37,buyer_38,0.7,0.76,0.418143,0.286874,"[0.010233, -0.019999, 0.006676]",0.343785,0.9822
38,38,buyer_39,0.7,0.42,0.362962,0.098649,"[-0.012374, -0.019916, -0.012285]",0.114074,0.9053
39,39,buyer_40,0.7,0.95,0.608805,0.286874,"[0.004898, -0.019999, 0.012011]",0.343785,0.9822
40,40,buyer_41,0.7,0.74,0.380275,0.286874,"[0.005787, -0.019999, 0.011122]",0.343785,0.9822
41,41,buyer_42,0.7,1.1,0.768775,0.286876,"[0.008455, -0.019999, 0.008455]",0.343786,0.9822
42,42,buyer_43,0.7,1.0,0.638713,0.286876,"[0.008455, -0.019999, 0.008455]",0.343787,0.9822
43,43,buyer_44,0.7,0.45,0.431946,0.114734,"[-0.011677, -0.0199, -0.009579]",0.133579,0.9235
44,44,buyer_45,0.7,1.13,0.768366,0.286874,"[0.008455, -0.019999, 0.008455]",0.343784,0.9822
45,45,buyer_46,0.7,1.1048,0.741356,0.286876,"[0.01379, -0.019999, 0.003119]",0.343787,0.9822
46,46,buyer_47,0.7,0.45,0.492391,0.113817,"[-0.012215, -0.019984, -0.010417]",0.131201,0.9071
47,47,buyer_48,0.7,0.45,0.404907,0.113693,"[-0.010237, -0.019974, -0.011481]",0.132001,0.9126
48,48,buyer_49,0.7,0.98,0.621261,0.286875,"[0.008455, -0.019999, 0.008455]",0.343785,0.9822
49,49,buyer_50,0.7,0.43,0.28039,0.103554,"[-0.011832, -0.019982, -0.011383]",0.120357,0.9113
